stopName,lat,lon
Sbr. Jln. Gading Griya Lestari,-6.14122,106.91433
Jln. Lembah Palem Pondok Kelapa,-6.236358,106.93438
Sbr. Masjid Al Ichrom,-6.117474,106.71026
Klinik Andhika Rawa Buaya,-6.169275,106.73411
Sbr. PAUD Bina Keluarga Balita,-6.101793,106.69714
Sbr. Kel. Semper Timur,-6.114022,106.92653
Jembatan Perempatan Cempaka Putih Timur,-6.176422,106.87311
H Soleh I Sukabumi Selatan,-6.219658,106.77847
Ps. Sumur Batu 2,-6.164781,106.86461
Kantor Pos Mampang,-6.240216,106.82259
St. Blok A Dharmawangsa,-6.254652,106.79733
Sbr. Masjid Al Mukarromah Lagoa,-6.112884,106.91091
SMA Angkasa 1,-6.24975,106.88267
Sbr. Bukit Cinere Indah,-6.33992,106.78012
Sadar Raya Ciganjur 2,-6.342711,106.8126
Jln. Penggilingan Baru I,-6.302868,106.881033
Simpang Mandala Raya Selatan,-6.175729,106.79887
Bintaro,-6.271245,106.75133
Sbr. Seksi Dinas Pendidikan Makasar,-6.275565,106.87668
RS Harum,-6.24778,106.90951
Jln. Warakas I Gg. 5,-6.117289,106.87716
Sbr. Jln. Madrasah Sukabumi Utara,-6.203242,106.77145
Simpang Jln. H. Baserin 1,-6.244272,106.76324
Sbr. Institut Teknologi Budi Utomo,-6.221694,106.93904
Pospol Pengumben,-6.216956,106.76965
Teraskota,-6.295262,106.66658
Jln. Kampung Batu Tumbuh,-6.13191,106.91791
Simpang Taman Malaka Utara Barat,-6.230694,106.9284
Sbr. Gg. H. Emur Pondok Labu,-6.301816,106.79626
SPBU M Kahfi 1,-6.350044,106.80175
SDN Cilandak Timur 01,-6.306334,106.81391
Sekretariat 06 Wijaya Kusuma,-6.155725,106.77781
Ps. Bebek Marunda 2,-6.111296,106.94801
Jln. Menteng Pulo II,-6.221456,106.84094
Jln. Taman Alfa Indah,-6.218503,106.75404
Jln. Kunang Kunang 2,-6.25692,107.02125
Masjid Jami Assyakirin Kalimalang,-6.239262,106.88963
Danau Agung 13,-6.144993,106.863245
Sbr. STIKES Bhakti Pertiwi Jagakarsa,-6.330353,106.82728
Sekolah Malahayati,-6.325873,106.86006
Simpang Jln. Sunter Karya,-6.143679,106.8696
Gg. Mawar,-6.267096,106.88251
The Mansion Bougenvile,-6.14795,106.85518
Sbr. Jln. Kramat Jaya Baru I,-6.184272,106.855191
Ponpes Musyarrofah,-6.22587,106.74483
Pintu Timur Ragunan,-6.312081,106.82569
Jln. Danau Indah Timur,-6.150051,106.88153
LPP RRI 1,-6.252131,106.7913
Jln. Bungur II Rambutan,-6.313168,106.8847
Jln. Srengseng Raya 3,-6.213944,106.759758
Sbr. Ps. Malaka Rorotan,-6.14046,106.95523
ASMI 2,-6.172158,106.88894
SMP Muhammadiyah 2,-6.162466,106.84286
Jln. Batu Tulis II,-6.280482,106.86271
Pancoran Soepomo,-6.241568,106.84441
Jln. Kelapa Hybrida 10,-6.144495,106.90988
KPP Pratama Tambora,-6.136138,106.81037
Jln. Lorong 5,-6.107716,106.8955
Simpang Lapangan Tembak Raya Bogor,-6.343672,106.86917
Sbr. Masjid Jami Ar Roghibin,-6.156697,106.95965
Simpang Kelapa Cengkir Raya,-6.167577,106.90478
Taman Spatodhea,-6.322818,106.82439
Soepomo,-6.224741,106.84751
Jln. Lapangan Merah,-6.218499,106.75514
Jln. Rorotan V Gg. 1,-6.136056,106.95477
Wisma Laena Tebet,-6.223586,106.85008
Simpang Kemang Selatan 1,-6.274242,106.82066
Ps. Malaka Rorotan,-6.13998,106.95493
Sbr. Komplek Kemhan Cidodol,-6.227906,106.77846
Sbr. Pesona Square,-6.379679,106.84426
SDN Lebak Bulus 02,-6.303808,106.77775
Jln. Sabar 1 Petukangan,-6.240055,106.75249
Sekolah Remaja Sungai Bambu,-6.1262,106.88414
Sbr. SMAN 21,-6.184462,106.88737
Sbr. Jln. Albarkah I Cilandak,-6.285954,106.79961
Simpang Kelapa Cengkir Flamboyan,-6.169191,106.90736
Ps. Ujung Menteng,-6.190104,106.96693
Sbr. Ps. Pengampuan,-6.199282,106.76093
Sbr. Ps. Jongkok,-6.108859,106.93453
Kober Balekambang,-6.282601,106.84932
Ps. Serdang 1,-6.156262,106.86474
Sbr. Panti Asuhan Putera Mulia,-6.188919,106.88855
Jln. Bahari Raya 1,-6.130456,106.85084
Gg. H. Kamil,-6.185002,106.95902
SMAN 10 Bekasi,-6.176243,106.98173
Jln. Danau Agung 2,-6.14544,106.859926
Telkomsel Cempaka Putih,-6.173603,106.86006
Jln. Sentosa Tambun Rengas,-6.176636,106.96234
Sbr. Kel. Sumur Batu,-6.164306,106.87132
Kav Marinir Kalimalang,-6.247975,106.92659
SDN Jagakarsa 01,-6.328189,106.82025
Sbr. Masjid Al Bakrie,-6.218907,106.8378
SDN Tj. Duren Utara 06 07,-6.184032,106.783329
Sbr. Jln. H. Sidan,-6.280408,106.88249
Sbr. Komplek Pertambangan Kelapa Dua,-6.216617,106.77072
Sbr. TPU Tegal Alur,-6.105923,106.70355
Bundaran Taman Gondangdia 1,-6.194297,106.833189
Pengadilan Negeri Jaksel 2,-6.280584,106.81982
Jln. WW Sukabumi Selatan,-6.213665,106.77686
Sbr. Taman Gg. Kelor,-6.211317,106.85882
Simpang Tebet Barat Raya,-6.23012,106.85121
Halimun 1,-6.205233,106.8335
Sekolah Al Wahyu Cibubur,-6.365855,106.88733
Robinson,-6.285104,106.84358
Aula Simfonia,-6.152158,106.8436
Bacang Lubang Buaya,-6.288956,106.89696
Polsek Tj. Priok,-6.115316,106.88029
Grand Dhika City,-6.261877,107.01858
Jln. Anggrek Cililitan,-6.265484,106.861274
Sbr. Jln. Pinang IIIb,-6.308184,106.79797
Taman Bambu 1,-6.302506,106.91524
Taman Intirub 2,-6.265962,106.87807
Jln. Menteng,-6.113156,106.91703
Jln. Kayu Putih Selatan III,-6.187972,106.89525
Asrama Marinir Marunda 2,-6.114579,106.95023
Simpang Semangka II,-6.179984,106.80591
Kel. Pegangsaan Dua,-6.1546,106.91056
Masjid Jami Baiturrahman,-6.216586,106.84412
Simpang Kalisari Raya Lapan,-6.339969,106.86403
Taman Intirub 1,-6.265957,106.87819
Jln. Petamburan IIb,-6.189365,106.80175
Jln. Balai Kimia,-6.343677,106.85802
Jln. Cempaka Putih Tengah XXVII,-6.176274,106.87167
PLN Duren Tiga 1,-6.254389,106.83416
SMP PGRI 9,-6.332922,106.89179
Jln. Wisma Semar,-6.310604,106.80571
Galeri Niaga Mediterania 2,-6.116486,106.77142
Green Permata,-6.229061,106.76065
Batalyon Kavaleri 1,-6.252806,106.65064
Sbr. Ps. Palmerah,-6.20749,106.79606
RSU Andhika,-6.344535,106.81428
Kel. Duren Sawit,-6.230817,106.91423
Sbr. Ramayana Semper,-6.127078,106.9171
Ibik 57,-6.333957,106.833
Museum Bahari 1,-6.127695,106.80845
Sbr. TK Aisyiyah 4 Tebet Timur,-6.231061,106.85259
Jln. Johar Baru 1,-6.185179,106.858524
Masjid Jami Al Falah Pinang,-6.274058,106.77509
Jln. Pahlawan Sukabumi Selatan,-6.223927,106.77164
Marlindo Marunda,-6.121746,106.95715
Simpang Arion,-6.194109,106.89127
Wisma Islamic Centre,-6.1235,106.91691
Sbr. BPK Penabur Kelapa Gading,-6.147832,106.90903
St. Pesing,-6.161726,106.77127
Sbr. Jln. Kemang Timur XI,-6.265417,106.8238
Simpang Budi Sakti Raya,-6.188377,106.78328
Sekolah Bumi Husada Ciracas,-6.323141,106.8839
Ps. Pagi Kayu Putih Selatan,-6.187645,106.8971
Sbr. SMKN 52,-6.365166,106.88592
Jln. Karya Utama,-6.217168,106.76249
Jln. Warakas V,-6.124062,106.88285
Sbr. Akses Jembatan Ciliwung Balekambang,-6.283464,106.84945
Simpang Bundaran Ikan Harapan Indah Raya 1,-6.181458,106.98134
SDN Cengkareng Barat 05,-6.149878,106.72239
Stasiun Jatinegara Arah Selatan,-6.215541,106.87436
MNC Studios,-6.190376,106.76625
RSUD Cengkareng,-6.142238,106.73398
